#dt=0.01 mode=0 tensor_mode=shear3 branch=reduced centered=1 transform=irheo Gtcut=100 tail_param=2
#raw_output=1 trusted_time=35.84 trusted_points=79 tail_sigma=0
#scaling_note=For_LJ_or_reduced_units_use_V_over_kBT;_for_LAMMPS_pressure-unit_input_use_V_over_(kBT*nktv2p)
#note=i-RheoFT baseline ported from the open RepTate G(t) application (non-oversampled viewiRheo logic).
#muF_raw=1.614
#Frequency(1/time_unit) Gw_storage_red_raw Gw_loss_raw Gw_mag_raw Gw_storage_low_raw Gw_storage_high_raw Gw_loss_low_raw Gw_loss_high_raw
23.0164 1.56954 0.197115 1.58187 1.56954 1.56954 0.197115 0.197115
25.5626 1.62155 0.0721167 1.62315 1.62155 1.62155 0.0721167 0.0721167
28.3906 1.59375 0.10195 1.59701 1.59375 1.59375 0.10195 0.10195
31.5314 1.61115 0.1248 1.61597 1.61115 1.61115 0.1248 0.1248
35.0196 1.60691 0.0638661 1.60817 1.60691 1.60691 0.0638661 0.0638661
38.8938 1.61774 0.0685832 1.61919 1.61774 1.61774 0.0685832 0.0685832
43.1966 1.60962 0.0510635 1.61043 1.60962 1.60962 0.0510635 0.0510635
47.9754 1.60869 0.0368364 1.60911 1.60869 1.60869 0.0368364 0.0368364
53.2828 1.60425 0.0475715 1.60495 1.60425 1.60425 0.0475715 0.0475715
59.1774 1.61236 0.0471654 1.61305 1.61236 1.61236 0.0471654 0.0471654
65.7241 1.60086 0.0503763 1.60165 1.60086 1.60086 0.0503763 0.0503763
72.9951 1.60872 0.0376294 1.60916 1.60872 1.60872 0.0376294 0.0376294
81.0704 1.62247 0.0461431 1.62313 1.62247 1.62247 0.0461431 0.0461431
90.0391 1.61597 0.0250523 1.61617 1.61597 1.61597 0.0250523 0.0250523
100 1.59822 0.0269722 1.59845 1.59822 1.59822 0.0269722 0.0269722
